17,1500.0,true,N,1500.0
3,1500.0,false,N,-1500.0
26,1500.0,true,N,1500.0
9,1500.0,false,N,-1500.0
7,1500.0,false,N,-1500.0
14,1500.0,false,N,-1500.0
7,1500.0,false,N,-1500.0
10,250.0,true,P,250.0
10,250.0,true,P,250.0
7,250.0,false,P,-250.0
18,250.0,true,P,250.0
19,250.0,false,P,-250.0
19,250.0,false,P,-250.0
8,250.0,true,P,250.0
18,250.0,true,P,250.0
32,250.0,true,P,250.0
30,250.0,true,P,250.0
3,250.0,false,P,-250.0
32,250.0,true,P,250.0
34,250.0,true,P,250.0
11,250.0,false,P,-250.0
19,250.0,false,P,-250.0
32,250.0,true,P,250.0
5,250.0,false,P,-250.0
5,250.0,false,P,-250.0
34,250.0,true,P,250.0
13,250.0,false,P,-250.0
17,250.0,false,P,-250.0
28,250.0,true,P,250.0
15,250.0,false,P,-250.0
27,250.0,false,P,-250.0
11,250.0,false,P,-250.0
16,250.0,true,P,250.0
31,250.0,false,P,-250.0
26,250.0,true,P,250.0
2,250.0,true,P,250.0
11,250.0,false,P,-250.0
0,250.0,false,P,-250.0
1,250.0,false,P,-250.0
12,2500.0,false,I,-2500.0
36,2500.0,false,I,-2500.0
25,250.0,false,P,-250.0
30,250.0,true,P,250.0
28,250.0,true,P,250.0
23,250.0,false,P,-250.0
20,250.0,true,P,250.0
13,250.0,false,P,-250.0
32,250.0,true,P,250.0
13,250.0,false,P,-250.0
33,250.0,false,P,-250.0
11,250.0,false,P,-250.0
25,250.0,false,P,-250.0
36,250.0,true,P,250.0
33,250.0,false,P,-250.0
21,250.0,false,P,-250.0
2,200.0,true,P,200.0
33,200.0,false,P,-200.0
35,200.0,false,P,-200.0
15,200.0,false,P,-200.0
29,200.0,false,P,-200.0
21,200.0,false,P,-200.0
22,200.0,true,P,200.0
3,200.0,false,P,-200.0
27,200.0,false,P,-200.0
2,50.0,true,P,50.0
23,50.0,false,P,-50.0
32,50.0,true,P,50.0
36,50.0,true,P,50.0
31,50.0,false,P,-50.0
32,50.0,true,P,50.0
2,50.0,true,P,50.0
21,50.0,false,P,-50.0
11,50.0,false,P,-50.0
35,50.0,false,P,-50.0
7,50.0,false,P,-50.0
27,50.0,false,P,-50.0
18,50.0,true,P,50.0
26,50.0,true,P,50.0
5,50.0,false,P,-50.0
33,50.0,false,P,-50.0
3,50.0,false,P,-50.0
21,50.0,false,P,-50.0
27,50.0,false,P,-50.0
35,50.0,false,P,-50.0
36,50.0,true,P,50.0
26,50.0,true,P,50.0
26,50.0,true,P,50.0
27,50.0,false,P,-50.0
34,50.0,true,P,50.0
6,50.0,true,P,50.0
17,50.0,false,P,-50.0
12,50.0,true,P,50.0
8,50.0,true,P,50.0
7,50.0,false,P,-50.0
28,50.0,true,P,50.0
31,50.0,false,P,-50.0
4,50.0,true,P,50.0
17,50.0,false,P,-50.0
35,50.0,false,P,-50.0
21,50.0,false,P,-50.0
30,50.0,true,P,50.0
17,50.0,false,P,-50.0
12,50.0,true,P,50.0
11,50.0,false,P,-50.0
33,50.0,false,P,-50.0
20,50.0,true,P,50.0
28,50.0,true,P,50.0
35,50.0,false,P,-50.0
11,50.0,false,P,-50.0
22,50.0,true,N,50.0
31,50.0,true,N,50.0
4,50.0,true,N,50.0
19,50.0,false,N,-50.0
18,50.0,false,N,-50.0
23,50.0,false,N,-50.0
3,50.0,false,N,-50.0
34,50.0,false,N,-50.0
14,50.0,false,N,-50.0
18,50.0,false,N,-50.0
13,50.0,true,N,50.0
5,50.0,false,N,-50.0
7,50.0,false,N,-50.0
0,50.0,false,N,-50.0
16,50.0,false,N,-50.0
33,50.0,true,N,50.0
15,50.0,true,N,50.0
26,50.0,true,N,50.0
27,50.0,false,N,-50.0
14,50.0,false,N,-50.0
32,50.0,false,N,-50.0
16,50.0,false,N,-50.0
35,50.0,true,N,50.0
24,50.0,true,N,50.0
29,50.0,true,N,50.0
10,50.0,true,N,50.0
18,50.0,false,N,-50.0
24,50.0,true,N,50.0
22,50.0,true,N,50.0
21,50.0,false,N,-50.0
5,50.0,false,N,-50.0
11,50.0,true,N,50.0
2,50.0,true,N,50.0
36,50.0,false,N,-50.0
36,50.0,false,N,-50.0
15,50.0,true,N,50.0
29,50.0,true,I,50.0
5,50.0,true,I,50.0
14,50.0,false,I,-50.0
25,50.0,true,I,50.0
9,50.0,true,I,50.0
9,50.0,true,I,50.0
25,50.0,true,I,50.0
12,50.0,false,I,-50.0
29,50.0,true,I,50.0
16,50.0,false,I,-50.0
31,50.0,true,I,50.0
18,50.0,false,I,-50.0
14,50.0,false,I,-50.0
